,ID,T,E
5472,1,1221672,59
5471,1,1221680,59
5474,1,1221848,46
5476,1,1221874,14
5477,1,1221937,14
5475,1,1221965,0
5478,1,1222042,41
5479,1,1222209,3
5483,1,1222305,30
5482,1,1222409,14
5481,1,1222451,24
5480,1,1222460,24
5484,1,1222513,24
5485,1,1222589,24
5486,1,1222839,49
5487,1,1222868,0
5489,1,1222961,49
5488,1,1222981,36
5491,1,1223064,49
5494,1,1223108,41
5492,1,1223108,41
5490,1,1223111,32
5493,1,1223358,21
5495,1,1224107,8
5496,1,1224117,30
5498,1,1224429,6
5497,1,1224485,13
5499,1,1224928,30
5500,1,1225004,30
5501,1,1225248,14
5502,1,1225429,0
5503,1,1225806,30
5504,1,1225914,13
5507,1,1226233,49
5506,1,1226236,49
5505,1,1226309,30
5508,1,1226976,58
5510,1,1227509,0
5509,1,1227574,60
5511,1,1227655,49
5512,1,1228124,14
5514,1,1228349,8
5513,1,1228394,15
5515,1,1228688,0
5516,1,1228826,51
5519,1,1228939,13
5517,1,1228942,14
5520,1,1229064,13
5518,1,1229067,9
5521,1,1229587,0
5522,1,1229952,6
5523,1,1230128,49
5524,1,1230417,40
5525,1,1230584,48
5526,1,1230738,56
5530,1,1231055,56
5534,1,1231226,31
5528,1,1231226,31
5529,1,1231251,31
5535,1,1231251,31
5527,1,1231280,13
5531,1,1231329,10
5533,1,1231394,30
5532,1,1231567,31
5537,1,1231686,0
5536,1,1231860,34
5538,1,1231906,31
5539,1,1232697,59
5541,1,1232832,34
5540,1,1232921,29
5542,1,1232954,32
5543,1,1233168,18
5544,1,1233290,32
5546,1,1233438,19
5545,1,1233588,26
5547,1,1233913,6
5548,1,1234025,63
5549,1,1234503,0
5550,1,1235110,24
5551,1,1235358,32
5552,1,1235623,6
5554,1,1235797,40
5553,1,1235865,8
5555,1,1235954,29
5556,1,1236667,4
5557,1,1237162,3
5558,1,1237989,61
5559,1,1239209,64
5562,1,1239860,31
5560,1,1239860,61
5561,1,1240229,51
5563,1,1240375,31
5564,1,1240846,31
5566,1,1240911,44
5565,1,1241033,31
5567,1,1241116,13
5568,1,1241250,44
5569,1,1242252,40
5570,1,1242336,2
5572,1,1242745,24
5571,1,1242854,41
5573,1,1243171,65
5575,1,1243181,16
5574,1,1243225,60
5576,1,1243355,8
5578,1,1244380,37
5577,1,1244449,0
5579,1,1244891,9
5581,1,1245533,29
5580,1,1245662,41
5582,1,1245897,44
5583,1,1246026,9
5584,1,1246469,8
5585,1,1246906,41
5586,1,1247804,30
5587,1,1248038,8
5589,1,1248235,15
5588,1,1248286,8
5590,1,1248715,30
5591,1,1249980,13
5592,1,1250909,49
5593,1,1251562,36
5594,1,1251844,8
5595,1,1252163,49
5598,1,1252470,13
5599,1,1252470,65
5596,1,1252562,36
5597,1,1252562,49
5601,1,1253061,30
5600,1,1253176,44
5602,1,1255053,59
5603,1,1256518,49
5604,1,1257930,60
5605,1,1259038,49
5606,1,1259720,9
5607,1,1259968,63
5608,1,1260349,17
5609,1,1260471,9
5610,1,1260683,0
5612,1,1260856,3
5611,1,1260958,63
5613,1,1262384,59
5614,1,1262721,14
5616,1,1263173,30
5615,1,1263389,29
5617,1,1263428,29
5618,1,1263468,32
5619,1,1266351,8
5620,1,1266519,13
5621,1,1266933,19
5622,1,1267906,3
5623,1,1268211,4
5625,1,1268433,0
5624,1,1268493,9
5626,1,1268638,66
5627,1,1269581,13
5630,1,1269775,26
5628,1,1269896,26
5631,1,1269909,26
5629,1,1269913,26
5632,1,1270364,65
5634,1,1270975,13
5633,1,1271163,0
5637,1,1271964,30
5636,1,1271979,36
5635,1,1272021,8
5638,1,1272028,30
5642,1,1272426,49
5639,1,1272465,27
5641,1,1272557,29
5640,1,1272648,49
5643,1,1272798,41
5644,1,1273219,17
5645,1,1274422,40
5646,1,1274573,49
5647,1,1274742,11
5648,1,1275032,6
5649,1,1275824,0
5650,1,1275832,0
5651,1,1275996,13
5652,1,1276164,17
5653,1,1276483,8
5654,1,1276589,47
5655,1,1276842,40
5656,1,1277520,6
5657,1,1277962,54
5658,1,1278272,41
5659,1,1278338,65
5660,1,1278371,31
5661,1,1278409,10
5664,1,1278492,61
5662,1,1278524,56
5663,1,1278565,41
5667,1,1278780,6
5665,1,1278783,2
5666,1,1278982,0
5668,1,1279258,6
5669,1,1279560,3
5670,1,1279644,41
5671,1,1280070,8
5672,1,1280074,63
5674,1,1280609,8
5673,1,1280775,29
5675,1,1280841,13
5677,1,1281127,51
5676,1,1281214,15
5678,1,1281711,0
5680,1,1282110,0
5679,1,1282181,49
5682,1,1282388,49
5684,1,1282439,65
5685,1,1282472,3
5681,1,1282482,0
5683,1,1282585,3
5686,1,1282812,0
5687,1,1282847,54
5688,1,1283162,14
5689,1,1283250,26
5690,1,1283925,65
5691,1,1284112,49
5693,1,1284781,49
5692,1,1284893,19
5694,1,1285210,41
5702,1,1285743,30
5697,1,1285743,64
5698,1,1285774,30
5696,1,1285848,64
5701,1,1285848,30
5695,1,1285895,43
5700,1,1285939,29
5699,1,1285994,64
5703,1,1285994,30
5706,1,1286248,0
5705,1,1286284,50
5704,1,1286439,6
5707,1,1286563,30
5708,1,1286631,27
5709,1,1286917,58
5710,1,1287470,0
5711,1,1287590,36
5712,1,1287648,37
5713,1,1287724,32
5714,1,1288118,59
5715,1,1288516,41
5717,1,1288599,41
5716,1,1288681,9
5718,1,1289192,59
5719,1,1289503,66
5720,1,1289689,21
5721,1,1289965,0
5722,1,1290318,21
5723,1,1290648,4
5724,1,1291010,63
5725,1,1291135,10
5726,1,1291224,54
5727,1,1291286,6
5728,1,1291318,8
5730,1,1291378,24
5729,1,1291591,37
5731,1,1291823,41
5732,1,1292581,8
5733,1,1292909,9
5734,1,1293314,63
5735,1,1293920,9
5736,1,1293986,51
5737,1,1294212,59
5741,1,1294309,4
5739,1,1294436,30
5740,1,1294520,64
5738,1,1294566,49
5742,1,1294609,55
5743,1,1294883,8
5744,1,1294926,9
5746,1,1294949,30
5747,1,1294971,30
5745,1,1295090,59
5748,1,1295470,49
5749,1,1295732,30
5751,1,1296144,59
5750,1,1296147,59
5752,1,1296426,50
5754,1,1296780,26
5753,1,1296919,41
5756,1,1297210,26
5755,1,1297286,30
5758,1,1297338,15
5757,1,1297408,32
5759,1,1297852,31
5760,1,1297857,60
5761,1,1298016,59
5762,1,1298091,15
5764,1,1298267,31
5763,1,1298346,60
5765,1,1298709,56
5767,1,1298948,20
5766,1,1299032,20
5768,1,1299305,20
5771,1,1299495,9
5769,1,1299566,13
5770,1,1299676,9
5772,1,1300215,49
5773,1,1300700,30
5774,1,1300754,25
5776,1,1300900,14
5775,1,1300913,14
5777,1,1300960,14
5778,1,1301159,65
5779,1,1301351,13
5780,1,1301519,63
5781,1,1301519,63
5782,1,1302579,13
5783,1,1302777,13
5784,1,1302955,0
5785,1,1303181,13
5787,1,1303338,13
5786,1,1303394,41
5788,1,1303531,41
5789,1,1303862,8
5790,1,1304239,27
5791,1,1304763,30
5793,1,1304942,41
5792,1,1304985,41
5794,1,1305183,27
5795,1,1305568,43
5797,1,1305810,48
5796,1,1305945,9
5798,1,1306021,24
5799,1,1306318,8
5801,1,1306470,51
5800,1,1306493,8
5804,1,1306777,64
5802,1,1306780,64
5803,1,1306861,8
5805,1,1307144,0
5807,1,1307294,40
5808,1,1307375,64
5809,1,1307409,3
5806,1,1307429,3
5810,1,1307435,30
5811,1,1307790,9
5812,1,1307885,65
5814,1,1308185,26
5813,1,1308262,10
5815,1,1308510,6
5817,1,1308841,32
5816,1,1308935,32
5818,1,1309475,63
5819,1,1309596,60
5820,1,1309915,0
5821,1,1310119,60
5822,1,1310198,13
5823,1,1310402,60
5824,1,1310403,8
5826,1,1310690,40
5825,1,1310758,14
5827,1,1310818,9
5828,1,1310974,16
5829,1,1311381,21
5830,1,1311699,30
5831,1,1311852,49
5832,1,1312402,32
5833,1,1312432,31
5834,1,1313522,10
5836,1,1313597,0
5835,1,1313715,13
5837,1,1314009,60
5838,1,1314129,60
5840,1,1314421,67
5839,1,1314480,67
5841,1,1314971,60
5843,1,1315100,0
5842,1,1315158,0
5846,1,1315363,37
5845,1,1315403,1
5844,1,1315566,34
5847,1,1315566,3
5852,1,1315566,3
5849,1,1315927,29
5848,1,1316076,15
5851,1,1316231,32
5850,1,1316463,49
5854,1,1316699,49
5853,1,1316764,60
5856,1,1316835,13
5855,1,1317061,51
5857,1,1317124,0
5858,1,1317379,49
5860,1,1317478,21
5859,1,1317615,21
5861,1,1317940,15
5862,1,1318372,64
5863,1,1318423,49
5865,1,1318499,15
5864,1,1318504,49
5866,1,1319200,14
5867,1,1319984,0
5869,1,1320197,13
5870,1,1320357,4
5868,1,1320390,2
5871,1,1321083,16
5872,1,1322028,40
5873,1,1324014,65
5874,1,1324164,32
5875,1,1324321,41
5876,1,1324989,13
5877,1,1325164,27
5878,1,1325298,32
5879,1,1325330,13
5880,1,1325791,54
5882,1,1326115,4
5881,1,1326319,7
5883,1,1326691,17
5884,1,1326936,60
5885,1,1327212,36
5886,1,1327245,30
5887,1,1327287,30
5888,1,1327311,46
5889,1,1327337,46
5890,1,1327412,46
5892,1,1327739,13
5891,1,1327809,46
5893,1,1328102,30
5894,1,1328154,30
5895,1,1328262,0
5896,1,1329601,63
5897,1,1329785,30
5898,1,1330118,3
5900,1,1331814,60
5899,1,1332087,32
5901,1,1332814,47
5902,1,1333735,3
5903,1,1333868,63
5904,1,1335929,31
5905,1,1336389,9
5906,1,1336811,13
5908,1,1336910,40
5907,1,1337012,20
5909,1,1337385,65
5910,1,1337652,66
5912,1,1338417,14
5911,1,1338576,41
5913,1,1339448,0
5914,1,1342197,40
5915,1,1342275,13
5916,1,1342768,58
5917,1,1343301,13
5918,1,1343424,3
5919,1,1344005,0
5920,1,1344659,59
5921,1,1344732,32
5922,1,1345035,13
5923,1,1345035,13
5924,1,1347513,19
5925,1,1347951,14
5926,1,1348455,19
5928,1,1351279,13
5927,1,1351364,13
5929,1,1351856,13
5930,1,1352896,45
5931,1,1353856,15
5932,1,1354629,43
5933,1,1354824,0
5934,1,1355833,13
5935,1,1355908,21
5936,1,1356052,50
5937,1,1356123,13
5941,1,1356172,0
5938,1,1356211,46
5943,1,1356211,46
5940,1,1356277,51
5939,1,1356317,13
5942,1,1356357,38
5944,1,1356575,4
5945,1,1357766,40
5946,1,1357843,27
5947,1,1357961,14
5949,1,1358372,48
5948,1,1358372,20
5950,1,1360242,40
5951,1,1361162,36
5953,1,1361618,6
5952,1,1361622,58
5954,1,1362526,3
5955,1,1363438,13
5956,1,1363617,64
5957,1,1364040,8
5958,1,1364236,64
5959,1,1364892,0
5961,1,1364892,8
5960,1,1365279,8
5963,1,1365481,9
5962,1,1365541,25
5964,1,1365987,8
5965,1,1366892,21
5966,1,1367470,45
5967,1,1368130,24
5968,1,1368345,16
5969,1,1368579,45
5970,1,1368672,58
5971,1,1368842,46
5972,1,1368864,4
5978,1,1369295,41
5974,1,1369367,19
5973,1,1369495,15
5976,1,1370328,32
5975,1,1370419,4
5979,1,1370711,15
5977,1,1370758,41
5980,1,1370939,15
5981,1,1371082,9
5983,1,1371227,51
5982,1,1371380,19
5984,1,1371546,14
5985,1,1372016,6
5986,1,1372026,6
5988,1,1372311,13
5987,1,1372394,31
5989,1,1373067,45
5990,1,1373458,60
5991,1,1374089,30
5992,1,1374351,54
5993,1,1374606,37
5995,1,1374925,36
5994,1,1374973,23
5996,1,1375239,27
5999,1,1375927,27
5998,1,1376020,14
5997,1,1376190,63
6002,1,1376218,37
6000,1,1376222,37
6003,1,1376328,8
6004,1,1376365,58
6005,1,1376432,15
6001,1,1376483,14
6007,1,1376552,32
6006,1,1376556,32
6009,1,1376812,30
6008,1,1376863,15
6010,1,1376943,30
6011,1,1377041,13
6012,1,1377365,4
6013,1,1377369,30
6014,1,1377500,30
6015,1,1377612,60
6016,1,1377764,63
6017,1,1378166,9
6019,1,1378375,8
6018,1,1378551,59
6021,1,1378633,27
6020,1,1378827,6
6022,1,1379011,30
6023,1,1379033,30
6024,1,1379598,32
6025,1,1379884,49
6026,1,1380116,63
6028,1,1380201,8
6027,1,1380346,49
6029,1,1380397,0
6030,1,1380574,41
6032,1,1381051,32
6031,1,1381132,8
6033,1,1381432,32
6034,1,1381849,63
6035,1,1382068,55
6037,1,1382384,49
6036,1,1382392,10
6039,1,1382616,3
6038,1,1382664,8
6040,1,1382719,48
6041,1,1383144,0
6043,1,1383494,20
6044,1,1383511,20
6042,1,1383663,41
6045,1,1383738,64
6046,1,1384039,41
6047,1,1384173,49
6048,1,1384445,8
6049,1,1384623,63
6050,1,1385231,30
6054,1,1385626,59
6058,1,1385626,26
6052,1,1385648,6
6056,1,1385648,6
6053,1,1385692,6
6057,1,1385692,6
6051,1,1385721,13
6055,1,1385836,55
6060,1,1386217,26
6061,1,1386226,4
6059,1,1386326,14
6062,1,1386580,0
6064,1,1386801,0
6065,1,1386931,41
6063,1,1386935,0
6066,1,1386969,30
6067,1,1387553,49
6068,1,1387774,8
6070,1,1388156,11
6069,1,1388157,2
6071,1,1388464,0
6072,1,1388619,3
6073,1,1388661,55
6074,1,1389052,19
6075,1,1389165,57
6077,1,1389285,51
6076,1,1389311,40
6080,1,1389500,0
6078,1,1389538,30
6079,1,1389577,30
6081,1,1389610,58
6082,1,1389912,8
6083,1,1390310,30
6084,1,1390629,59
6085,1,1391066,63
6086,1,1391399,58
6088,1,1391949,27
6087,1,1392050,31
6089,1,1392068,32
6090,1,1392231,41
6091,1,1393016,32
6092,1,1393556,55
6093,1,1393563,55
6094,1,1393889,43
6095,1,1394033,13
6096,1,1394213,6
6099,1,1394410,8
6097,1,1394417,64
6100,1,1394443,64
6098,1,1394468,45
6101,1,1394525,29
6102,1,1394796,30
6103,1,1394924,13
6104,1,1395079,54
6105,1,1395082,0
6106,1,1395492,48
6107,1,1395804,0
6108,1,1396261,0
6109,1,1396555,14
6121,1,1396555,37
6110,1,1396805,58
6111,1,1396889,32
6113,1,1396928,41
6112,1,1397165,32
6115,1,1397478,8
6114,1,1397554,8
6116,1,1398038,47
6117,1,1398233,32
6118,1,1398571,14
6119,1,1398843,41
6120,1,1399289,8
6123,1,1399413,54
6122,1,1399495,32
6124,1,1399775,65
6125,1,1399973,14
6126,1,1400554,58
6127,1,1400691,51
6128,1,1400804,55
6129,1,1400841,19
6130,1,1401216,49
6133,1,1401217,49
6132,1,1401281,32
6131,1,1401321,44
6134,1,1401420,30
6135,1,1401477,63
6136,1,1401870,60
6138,1,1402102,9
6137,1,1402108,51
6141,1,1402737,0
6142,1,1402747,26
6140,1,1402780,29
6139,1,1402820,21
6143,1,1403352,8
6144,1,1403731,60
6145,1,1404045,63
6146,1,1404746,60
6147,1,1405272,13
6148,1,1405764,26
6149,1,1406077,4
6150,1,1406140,58
6151,1,1406336,63
6152,1,1406570,40
6153,1,1407150,41
6154,1,1407323,4
6159,1,1407323,4
6157,1,1407435,4
6158,1,1407509,15
6160,1,1407536,15
6156,1,1407562,15
6155,1,1407595,3
6161,1,1408079,55
6163,1,1408433,58
6162,1,1408518,8
6164,1,1408536,6
6165,1,1408602,63
6166,1,1408602,63
6168,1,1409223,63
6167,1,1409231,63
6169,1,1409637,49
6170,1,1411193,29
6171,1,1411342,8
6172,1,1412228,8
6173,1,1412880,60
6174,1,1413058,15
6175,1,1413140,41
6176,1,1413540,6
6178,1,1413573,6
6177,1,1413641,29
6179,1,1413823,8
6180,1,1414345,19
6181,1,1414489,8
6182,1,1415259,8
6183,1,1416132,41
6185,1,1416748,13
6184,1,1416839,8
6189,1,1417016,30
6187,1,1417063,49
6188,1,1417155,14
6186,1,1417264,32
6190,1,1417333,65
6191,1,1417707,13
6192,1,1417942,31
6193,1,1418627,32
6194,1,1418664,13
6195,1,1418846,13
6196,1,1419083,60
6200,1,1419105,0
6197,1,1419293,13
6199,1,1419328,36
6198,1,1419345,49
6202,1,1419515,9
6201,1,1419679,26
6203,1,1419707,16
6204,1,1420572,49
6205,1,1422069,0
6206,1,1422778,21
6207,1,1423337,41
6208,1,1423630,65
6209,1,1423891,59
6210,1,1424102,9
6213,1,1424102,9
6212,1,1424538,9
6211,1,1424538,9
6214,1,1425068,32
6215,1,1425624,16
6216,1,1425902,7
6217,1,1426065,29
6218,1,1426530,17
6219,1,1426861,0
6220,1,1427031,0
6221,1,1428235,15
6222,1,1428539,41
6223,1,1428779,8
6224,1,1428888,32
6225,1,1429282,3
6226,1,1431177,0
6227,1,1431177,0
6228,1,1432903,29
6229,1,1433077,40
6230,1,1433340,63
6231,1,1434055,7
6232,1,1434263,53
6233,1,1434442,0
6234,1,1434789,13
6236,1,1435389,66
6243,1,1435389,0
6235,1,1435541,66
6244,1,1435541,0
6237,1,1435688,8
6238,1,1436388,31
6239,1,1436570,66
6245,1,1436570,0
6240,1,1436951,58
6241,1,1438041,26
6242,1,1438245,65
6247,1,1439581,4
6246,1,1439769,60
6248,1,1440233,13
6249,1,1440781,40
6250,1,1441470,21
6251,1,1441520,65
6252,1,1442144,17
6253,1,1442913,17
6255,1,1443238,13
6254,1,1443353,2
6256,1,1443572,24
6258,1,1444085,0
6257,1,1444162,10
6259,1,1444449,17
6260,1,1444495,9
6263,1,1444976,26
6264,1,1444986,26
6261,1,1445128,55
6262,1,1445161,49
6265,1,1445225,26
6266,1,1445905,8
6267,1,1446130,17
6269,1,1446949,30
6268,1,1446983,0
6270,1,1447983,58
6274,1,1447983,58
6271,1,1448055,58
6272,1,1448353,58
6273,1,1448353,58
6275,1,1448499,32
6276,1,1449227,13
6278,1,1449443,55
6279,1,1449536,56
6277,1,1449619,55
6280,1,1450417,17
6281,1,1450954,26
6282,1,1451273,17
6283,1,1451281,17
6285,1,1451916,51
6284,1,1451983,13
6286,1,1452068,11
6289,1,1452533,30
6287,1,1452567,16
6290,1,1452614,30
6288,1,1452676,51
6292,1,1452676,51
6291,1,1452937,31
6293,1,1453841,40
6294,1,1454070,31
6296,1,1454285,26
6295,1,1454421,40
6297,1,1455268,6
6298,1,1455445,31
6299,1,1455659,49
6300,1,1455687,7
6301,1,1456009,11
6302,1,1456290,8
6304,1,1456629,8
6305,1,1456700,32
6303,1,1456876,15
6306,1,1457428,4
6308,1,1457832,4
6307,1,1458027,10
6309,1,1459238,0
6310,1,1459573,40
6311,1,1459579,13
6314,1,1459692,55
6312,1,1459731,30
6313,1,1459848,33
6315,1,1460066,49
6316,1,1460470,6
6317,1,1460797,0
6318,1,1461640,30
6319,1,1461751,49
6322,1,1461848,45
6320,1,1461872,41
6321,1,1461880,15
6324,1,1462047,41
6323,1,1462220,9
6326,1,1462951,3
6325,1,1463090,19
6327,1,1463216,13
6328,1,1463554,30
6330,1,1463884,8
6331,1,1463904,26
6329,1,1463965,32
6332,1,1464977,60
6334,1,1465004,49
6333,1,1465009,19
6335,1,1465014,49
6336,1,1465271,37
6337,1,1465699,32
6338,1,1465962,0
6339,1,1466329,16
6340,1,1467327,11
6341,1,1467470,10
6342,1,1467572,30
6343,1,1467812,32
6344,1,1468059,10
6345,1,1468232,14
6346,1,1468814,31
6349,1,1468860,13
6347,1,1468862,40
6348,1,1468890,13
6350,1,1468942,30
6351,1,1469102,32
6353,1,1469658,30
6352,1,1469722,30
6354,1,1469735,30
6356,1,1469833,8
6355,1,1470044,32
6357,1,1470802,55
6358,1,1470930,41
6360,1,1471053,29
6359,1,1471288,49
6361,1,1471435,41
6363,1,1471772,56
6362,1,1471772,56
6366,1,1471948,19
6365,1,1471989,19
6364,1,1472000,19
6367,1,1472206,59
6368,1,1473023,32
6369,1,1473928,57
6371,1,1474045,64
6370,1,1474271,13
6372,1,1474348,41
6374,1,1474386,57
6373,1,1474395,57
6375,1,1474554,0
6377,1,1474721,50
6376,1,1474770,15
6378,1,1475008,64
6379,1,1475216,30
6380,1,1475951,9
6381,1,1476209,26
6382,1,1476346,38
6383,1,1476462,14
6388,1,1476462,9
6384,1,1476734,9
6385,1,1476785,49
6386,1,1476823,64
6387,1,1476855,30
6389,1,1477305,27
6390,1,1477457,41
6395,1,1477507,32
6391,1,1477507,32
6393,1,1477741,32
6394,1,1477750,9
6392,1,1477891,38
6396,1,1477907,38
6398,1,1477972,31
6397,1,1478124,7
6399,1,1478280,49
6400,1,1478582,13
6401,1,1478700,15
6402,1,1479285,30
6406,1,1479288,32
6405,1,1479288,41
6403,1,1479315,32
6404,1,1479358,27
6407,1,1479719,27
6408,1,1480074,13
6411,1,1480333,51
6410,1,1480447,32
6409,1,1480559,0
6412,1,1480636,15
6413,1,1480975,0
6414,1,1481475,13
6415,1,1481850,8
6417,1,1481894,10
6416,1,1481911,49
6425,1,1482069,14
6418,1,1482100,49
6419,1,1482257,65
6420,1,1482432,13
6422,1,1482472,19
6424,1,1482541,10
6423,1,1482634,50
6421,1,1482679,10
6426,1,1482877,54
6427,1,1482907,9
6428,1,1482947,30
6429,1,1483133,58
6430,1,1483350,8
6431,1,1483542,13
6432,1,1483906,6
6433,1,1483939,29
6434,1,1484209,32
6435,1,1484629,30
6436,1,1485244,30
6437,1,1485311,37
6438,1,1485397,32
6439,1,1485508,3
6440,1,1486212,8
6442,1,1486369,15
6441,1,1486374,16
6454,1,1486554,8
6448,1,1486683,60
6443,1,1486683,60
6444,1,1486983,8
6447,1,1487270,34
6445,1,1487342,60
6446,1,1487342,60
6449,1,1487604,31
6450,1,1487929,49
6451,1,1488045,37
6452,1,1488247,0
6453,1,1488530,8
6455,1,1488728,40
6456,1,1489052,0
6457,1,1489426,64
6458,1,1489591,62
6459,1,1489808,17
6460,1,1489841,59
6461,1,1490043,54
6463,1,1490926,0
6462,1,1491084,0
6464,1,1491274,9
6465,1,1491605,29
6466,1,1491864,32
6468,1,1491918,37
6467,1,1491928,31
6469,1,1492484,13
6470,1,1492582,13
6471,1,1492645,55
6472,1,1493496,14
6473,1,1493609,16
6474,1,1493766,9
6475,1,1494071,14
6476,1,1494143,14
6478,1,1494540,32
6477,1,1494587,14
6479,1,1495165,14
6480,1,1495425,5
6481,1,1496293,41
6483,1,1496293,41
6482,1,1496574,32
6484,1,1497383,30
6485,1,1497499,65
6487,1,1497617,4
6486,1,1497630,13
6490,1,1498958,3
6489,1,1499004,16
6491,1,1499097,31
6488,1,1499184,13
6492,1,1500055,17
6493,1,1500100,49
6494,1,1500531,63
6495,1,1500769,31
6496,1,1501177,63
6497,1,1501267,8
6499,1,1501310,8
6498,1,1501352,0
6500,1,1503057,65
6501,1,1503316,15
6502,1,1503638,65
6503,1,1505347,32
6504,1,1506966,36
6505,1,1507332,36
6506,1,1507341,36
6507,1,1509028,9
6508,1,1509214,7
6509,1,1510348,0
6510,1,1510938,0
6511,1,1510938,8
6512,1,1510984,0
6514,1,1511215,2
6515,1,1511251,40
6513,1,1511395,37
6516,1,1513132,6
6517,1,1515132,58
6519,1,1515132,58
6518,1,1515693,32
6520,1,1515730,6
6521,1,1516463,56
6522,1,1516695,22
6523,1,1518071,49
6524,1,1520331,14
6525,1,1520613,14
6526,1,1522727,32
6527,1,1522961,4
6528,1,1523386,63
6532,1,1523553,63
6531,1,1523609,63
6529,1,1523633,37
6530,1,1523639,63
6533,1,1523962,30
6534,1,1524149,1
6535,1,1524606,9
6536,1,1524885,13
6537,1,1524977,13
6538,1,1525012,32
6539,1,1525051,8
6540,1,1525680,52
6542,1,1526087,15
6541,1,1526172,37
6543,1,1526842,17
6546,1,1527160,31
6545,1,1527193,31
6544,1,1527341,30
6547,1,1527958,4
6548,1,1528675,26
6549,1,1528810,41
6550,1,1528974,42
6551,1,1529125,31
6553,1,1530503,32
6552,1,1530537,13
6558,1,1530713,59
6554,1,1530763,3
6555,1,1530783,11
6557,1,1530805,11
6556,1,1530881,13
6560,1,1531075,13
6559,1,1531231,3
6561,1,1531536,9
6562,1,1532018,54
6563,1,1532102,30
6564,1,1532286,4
6566,1,1532607,54
6565,1,1532668,32
6567,1,1532817,56
6568,1,1533081,13
6569,1,1533117,14
6570,1,1533381,0
6572,1,1533410,13
6571,1,1533443,32
6573,1,1533829,26
6574,1,1533893,9
6575,1,1534643,32
6576,1,1534898,49
6579,1,1534928,63
6578,1,1534932,32
6577,1,1535071,26
6580,1,1535259,8
6581,1,1535585,13
6584,1,1535632,63
6582,1,1535717,16
6583,1,1535766,58
6585,1,1535830,19
6586,1,1535862,37
6587,1,1535899,0
6589,1,1536283,61
6590,1,1536324,55
6588,1,1536376,40
6591,1,1536515,51
6592,1,1537179,19
6595,1,1537378,13
6594,1,1537406,49
6593,1,1537552,32
6598,1,1537774,26
6597,1,1537811,64
6596,1,1537817,14
6601,1,1537966,51
6600,1,1537984,64
6602,1,1537993,64
6599,1,1538025,4
6603,1,1538212,0
6606,1,1538372,65
6605,1,1538377,49
6604,1,1538464,65
6607,1,1538521,40
6609,1,1538649,65
6608,1,1538692,29
6611,1,1539158,41
6610,1,1539197,21
6612,1,1539267,12
6613,1,1539560,8
6614,1,1539593,37
6615,1,1539816,1
6617,1,1540077,59
6616,1,1540118,31
6618,1,1540302,21
6621,1,1540362,50
6620,1,1540422,60
6622,1,1540427,3
6619,1,1540463,11
6625,1,1540463,11
6624,1,1540515,40
6623,1,1540581,0
6626,1,1541024,0
6627,1,1541024,37
6628,1,1541665,15
6629,1,1541912,8
6639,1,1541993,63
6630,1,1541993,63
6634,1,1542182,15
6632,1,1542232,0
6635,1,1542270,0
6631,1,1542309,59
6633,1,1542319,31
6642,1,1542404,17
6641,1,1542446,31
6638,1,1542564,9
6640,1,1542574,9
6636,1,1542634,53
6637,1,1542675,0
6644,1,1542760,49
6643,1,1542926,3
6645,1,1543219,58
6647,1,1543816,41
6646,1,1543832,31
6650,1,1543898,0
6648,1,1544047,23
6649,1,1544128,17
6651,1,1544693,44
6652,1,1544736,49
6660,1,1544736,49
6653,1,1544811,4
6654,1,1544844,41
6655,1,1544879,19
6657,1,1544911,8
6656,1,1545047,61
6658,1,1545056,27
6659,1,1545203,4
6661,1,1545604,56
6662,1,1545888,61
6664,1,1545931,29
6663,1,1545947,21
6665,1,1546104,41
6669,1,1546360,10
6666,1,1546363,49
6667,1,1546458,31
6668,1,1546468,31
6670,1,1546585,16
6671,1,1546788,8
6673,1,1546844,14
6672,1,1546861,41
6676,1,1547003,8
6675,1,1547096,40
6674,1,1547148,24
6677,1,1547360,49
6678,1,1547530,30
6680,1,1547557,31
6679,1,1547678,19
6682,1,1547810,13
6681,1,1547881,3
6683,1,1547925,6
6685,1,1548316,11
6684,1,1548369,59
6686,1,1548609,29
6687,1,1548691,55
6688,1,1548961,32
6690,1,1549808,0
6692,1,1549821,59
6689,1,1549840,8
6691,1,1549874,6
6695,1,1549923,59
6693,1,1549954,8
6694,1,1550089,55
6696,1,1550804,21
6698,1,1551245,59
6697,1,1551270,59
6699,1,1551446,21
6701,1,1551787,55
6702,1,1551864,32
6700,1,1551905,13
6703,1,1552183,32
6704,1,1552322,65
6705,1,1552352,56
6706,1,1552581,31
6707,1,1552616,0
6709,1,1552731,40
6708,1,1552775,41
6710,1,1552807,14
6711,1,1553016,55
6712,1,1553245,32
6713,1,1553486,0
6715,1,1553634,49
6714,1,1553734,0
6716,1,1554104,29
6717,1,1554378,16
6718,1,1554612,12
6719,1,1554894,26
6721,1,1555125,6
6720,1,1555232,8
6722,1,1555238,8
6723,1,1555326,11
6724,1,1555466,0
6726,1,1556256,46
6725,1,1556426,21
6727,1,1557146,13
6730,1,1557146,13
6728,1,1557524,4
6729,1,1557646,30
6731,1,1557951,64
6733,1,1558108,31
6734,1,1558153,0
6732,1,1558272,4
6735,1,1558274,41
6737,1,1558361,13
6736,1,1558450,51
6738,1,1558717,9
6739,1,1558770,64
6741,1,1559096,0
6740,1,1559193,64
6744,1,1559255,54
6743,1,1559261,64
